match_id,team_1,team_2,league,date,winner
8431-8431_game_2,EDward Gaming,Oh My God,LPL,2022-01-22 13:01:38,EDward Gaming
8432-8432_game_1,Weibo Gaming,Anyone's Legend,LPL,2022-01-23 07:19:52,Weibo Gaming
8432-8432_game_2,Weibo Gaming,Anyone's Legend,LPL,2022-01-23 08:02:55,Weibo Gaming
8433-8433_game_1,Invictus Gaming,Royal Never Give Up,LPL,2022-01-23 09:20:32,Royal Never Give Up
8433-8433_game_2,Invictus Gaming,Royal Never Give Up,LPL,2022-01-23 10:12:19,Royal Never Give Up
8434-8434_game_1,Victory Five,Top Esports,LPL,2022-01-23 11:23:30,Top Esports
8434-8434_game_2,Top Esports,Victory Five,LPL,2022-01-23 12:37:25,Victory Five
8434-8434_game_3,Victory Five,Top Esports,LPL,2022-01-23 13:35:51,Victory Five
8435-8435_game_1,LGD Gaming,Oh My God,LPL,2022-01-24 09:23:21,LGD Gaming
8435-8435_game_2,Oh My God,LGD Gaming,LPL,2022-01-24 10:21:29,Oh My God
