match_id,team_1,team_2,league,date,winner
ESPORTSTMNT03_2653842,paiN Gaming,FURIA,CBLOL,2022-03-27 19:24:54,paiN Gaming
ESPORTSTMNT03_2653869,FURIA,paiN Gaming,CBLOL,2022-03-27 20:27:42,paiN Gaming
ESPORTSTMNT03_2655697,RED Canids,Liberty,CBLOL,2022-04-02 15:47:36,Liberty
ESPORTSTMNT03_2655923,KaBuM! Esports,paiN Gaming,CBLOL,2022-04-03 15:45:04,paiN Gaming
ESPORTSTMNT03_2655944,KaBuM! Esports,paiN Gaming,CBLOL,2022-04-03 17:01:13,paiN Gaming
ESPORTSTMNT03_2655962,paiN Gaming,KaBuM! Esports,CBLOL,2022-04-03 18:02:42,paiN Gaming
ESPORTSTMNT03_2657090,FURIA,RED Canids,CBLOL,2022-04-09 15:45:18,RED Canids
ESPORTSTMNT03_2657101,RED Canids,FURIA,CBLOL,2022-04-09 16:59:18,FURIA
ESPORTSTMNT03_2657112,RED Canids,FURIA,CBLOL,2022-04-09 18:21:56,RED Canids
ESPORTSTMNT03_2657120,RED Canids,FURIA,CBLOL,2022-04-09 19:19:28,RED Canids
ESPORTSTMNT03_2658136,RED Canids,paiN Gaming,CBLOL,2022-04-23 15:45:05,paiN Gaming
ESPORTSTMNT03_2658140,RED Canids,paiN Gaming,CBLOL,2022-04-23 18:59:11,RED Canids
ESPORTSTMNT03_2658141,RED Canids,paiN Gaming,CBLOL,2022-04-23 19:51:22,RED Canids
ESPORTSTMNT03_2791281,LOUD,KaBuM! Esports,CBLOL,2022-06-18 15:42:39,KaBuM! Esports
ESPORTSTMNT03_2791310,INTZ,FURIA,CBLOL,2022-06-18 16:52:16,FURIA
ESPORTSTMNT03_2791354,Liberty,Los Grandes,CBLOL,2022-06-18 18:36:43,Los Grandes
ESPORTSTMNT03_2791374,RED Canids,Miners,CBLOL,2022-06-18 19:24:15,RED Canids
